No,Location,No Spaces,Exact Location,Tariff,Hours of Operation,Clr-Way,X_Value,Y_Value,Zone
6048,William Street South,9 P&D / DP,No 29-31,€3.20,"Mon-Sat 07.00-19.00, Sun 14.00-18.00",FALSE,315735.7229,233736.376,Yellow
6049,St. Stephen's Green East,61 P&D (Total),Outside Loretto College at LS70,€3.20,Mon-Sat 07.00-19.00  Sun 14.00-18.00,FALSE,316213,233308,Yellow
6050,St. Stephen's Green East,61 P&D (Total),Opp Loreto College Parkside,€3.20,"Mon-Sat 07.00-19.00, Sun 14.00-18.00",FALSE,316157.5594,233239.499,Yellow
6051,St. Stephen's Green South,22 P&D (Total),Opp no 95 Parkside,€3.20,"Mon-Sat 07.00-19.00, Sun 14.00-18.00",FALSE,315851.5123,233291.3458,Yellow
6052,St. Stephen's Green South,22 P&D (Total),Opp Church Parkside,€3.20,"Mon-Sat 07.00-19.00, Sun 14.00-18.00",FALSE,315994.4685,233231.9485,Yellow
6053,St. Stephen's Green West,17 P&D,Near no 10,€3.20,"Mon-Sat 07.00-19.00, Sun 14.00-18.00",FALSE,315800.5648,233368.6302,Yellow
6054,St. Stephen's Green West,18 P&D (Total),Fitzwilliam Hotel,€3.20,"Mon-Sat 07.00-19.00, Sun 14.00-18.00",FALSE,315855.8573,233493.3877,Yellow
6055,Strand Street Great,13 P&D (Total),,€3.20,"Mon-Sat 07.00-19.00, Sun 14.00-18.00",FALSE,315585.3,234347.69,Yellow
6056,Strand Street Great,10 P&D + 4 DP,opp no 7A,€3.20,"Mon-Sat 07.00-19.00, Sun 14.00-18.00",FALSE,315464.4686,234312.2941,Yellow
6057,Swift's Row,4 P&D,Junction Of Ormond Quay Lower,€3.20,"Mon-Sat 07.00-19.00, Sun 14.00-18.00",FALSE,315545,234279,Yellow
6058,Waterloo Road,9 P&D + 72 DP (Total),Opp Cellular World,€3.20,Mon-Sat 07.00-16.00,TRUE,317074.8198,232800.6517,Yellow
6059,Werburgh Street,10 P&D,"Near no 1, W'side opp Ship St",€3.20,Mon-Sat 07.00-19.00,FALSE,315274.5762,233830.1999,Yellow
6060,York Street,30 P&D (Total),At flats,€3.20,"Mon-Sat 07.00-19.00, Sun 14.00-18.00",FALSE,315594.6776,233508.9489,Yellow
6061,York Street,30 P&D (Total),At flats,€3.20,"Mon-Sat 07.00-19.00, Sun 14.00-18.00",FALSE,315606.8605,233514.8309,Yellow
6062,Lennox Street,18 P&D + 87 DP (Total),At Kingsland Parade / No 1,€2.70,Mon-Sun 07.00-24.00,FALSE,315619.1458,232602.149,Red
6063,Lennox Street,18 P&D + 87 DP (Total),At Synge Street / No 30,€2.70,Mon-Sun 07.00-24.00,FALSE,315531.5693,232606.4927,Red
6064,Lennox Street,18 P&D + 87 DP (Total),No 35,€2.70,Mon-Sun 07.00-24.00,FALSE,315479.8456,232589.2657,Red
6065,Leinster Road West,90 P&D / DP (Total),No 13,€2.70,Mon-Sun 07.00-24.00,FALSE,314773.1643,231324.4213,Red
6066,Blessington Street,49 P&D / DP (Total),"Dargon's Chemist, West-Side of Berkeley St",€3.20,Mon-Sat 07.00-24.00,FALSE,315352.5306,235448.7498,Yellow
6067,Ash Street,20 P&D / DP,Between Francis Street & Meath Street,€2.70,Mon-Fri 08.00-18.30,FALSE,314813.2019,233603.3874,Red
6068,Nelson Street,36 P&D + 16 DP (Total),"At EcclesSt, Opposite Machine 195",€3.20,Mon-Sun.07.00-24.00,FALSE,315418.1275,235619.2302,Yellow
6069,Winton Road,62 P&D / DP (Total),At Junction Of The Appian Way,€2.70,Mon-Fri 08.00-18.30,FALSE,316681.9092,232178.2137,Red
6070,Pearse Street,90spaces in total,Corner of Pearse Square,€2.70,Mon-Fri 08.00-18.30,FALSE,317084.3022,233946.9615,Red
6071,Beechwood Avenue Lower,126 P&D / DP,Opposite Ulster Bank,€2.70,Mon-Sat 07.00-24.00,FALSE,316417.1562,231855.9987,Red
6072,Grove Park,111 P&D / DP,No 59 - 60,€2.70,Mon-Sun 07.00-24.00,FALSE,315458.9889,232365.9015,Red
6073,Elmwood Avenue Lower,68 P&D / DP,Opp no 10,€1.60,Mon-Sat 07.00-24.00,FALSE,316308.3078,231861.0265,Green
6074,Mount Argus (Harold's Cross),4 P&D,At Church Main Gate,€1.60,Mon-Sat 07.00-19.00,FALSE,314661,231781,Green
6075,Barrow Street,85 P&D / DP (Total),Opposite Number 16,€2.70,Mon-Sat 07.00-24.00,FALSE,317523.87,233765.39,Red
6076,Newmarket,63 P&D,"No 13, East of Brabazon Place",€2.70,Mon-Sat 07.00-19.00,FALSE,314794.2303,233342.1592,Red
6077,Morning Star Avenue,37 P&D,Opposite Whitworth Hall,€2.70,Mon-Sat 07.00-19.00,FALSE,314865,234850,Red
6078,Observatory Lane,8 P&D,At Bike Shop,€2.70,Mon-Sat 07.00-19.00,FALSE,315665.539,231976.9343,Red
6079,Manor Street,4 P&D + 64 DP (Total),At school,€2.70,Mon-Sun 07.00-24.00,FALSE,314358.8967,234881.5584,Red
6080,Nelson Street,50 spaces,,€3.20,Mon-Sun 07.00-24.00,FALSE,315413.99,235575.42,Yellow
6081,Berkeley Street,44 P&D / DP (Total),"At 'Selections' Newsagents, Top of Eccles Street",€3.20,Mon-Sat 07.00-24.00,FALSE,315237,235730,Yellow
6082,Valentia Parade,30 P&D / DP,Innisfallen Parade Jxn / Side of No. 24,€1.60,Mon-Fri 08.00-18.30,FALSE,315704,235913,Green
6083,Bath Avenue,77 P&D / DP (Total),Corner of Shaw's Lane,€2.70,Mon-Fri 08.00-18.30,FALSE,317818.2963,233318.769,Red
6084,St. Brigid's Road Lower,40 P&D / DP,At Whitworth Rd Junction,€1.60,Mon-Sun 07.00-24.00,FALSE,315718,236092,Green
6085,Benson Street,50 P/D Total,junction of Green Street East,€2.70,Mon-Fri. 08.00-18.00,FALSE,317719.27,234117.92,Red
6086,Blackhall Place,5 P&D / DP (Total),At Number 28,€2.70,Mon-Sat 07.00-19.00,FALSE,314473.801,234575.5717,Red
6087,Charleville Road,57 Spaces,O/s No. 20,€1.60,Mon-Fri 07.00-19.00,FALSE,314382,235805,Green
6088,Prospect Avenue,27 P&D / DP,Opposite Number 17,€1.00,Mon-Sun 07.00-24.00,FALSE,315101,236519,Orange
6089,FishMarket Car Park,71 P&D + 5 Disabled Bays,Market Carpark,€3.20,Mon - Sat 07.00-19.00,FALSE,315013.49,234312.45,Yellow
6090,Merrion Square South,165 P&D + 26 disc pk,credit card meter only,€3.20,Mon-Sat 07.00-19.00,FALSE,316640.41,233464.5,Yellow
6091,Fitzwilliam Square South,78 P&D  + 13 DP,credit card meter only,€3.20,Mon -Sat 07.00-19.00,FALSE,316457.76,233030.66,Yellow
6092,Pembroke Street Lower,28 P&D + 4 DP (Total),Credit card meter,€3.20,Mon-Sat 07.00-19.00,FALSE,316470.7202,233202.8296,Yellow
6093,Hume Street,42 P&D + 9 DP (Total),Credit Card Meter,€3.20,Mon-Sat 07.00-19.00,FALSE,316312.0699,233342.3435,Yellow
6094,FishMarket Car Park,71 P&D + 5 Disabled Bays,Market Carpark,€3.20,Mon -Sat 07.00-19.00,FALSE,315116.05,234434.45,Yellow
6095,Fenian Street,38 P&D + 9 DP (Total),No 19-20,€3.20,Mon-Sat 07.00-19.00,FALSE,316773.8422,233763.406,Yellow
6096,Baggot Street Lower,97 P&D + 4 DP (Total),Number 33,€3.20,Mon-Sat 07.00-19.00,FALSE,316614.2782,233296.3206,Yellow
6097,Botanic Road,14 P&D(Total),Opposite Botanic Gardens,€1.00,Mon-Sat 07.00-19.00,FALSE,315250,237109,Orange
6098,Lindsay Road,35 P&D / DP,Off Botanic Road,€1.60,Mon-Sat 07.00-24.00,FALSE,315126.4669,236440.1915,Green
6099,Wigan Road,40 P&D / PP,Junction Whitworth Road,€1.60,Mon-Sun 07.00-24.00,FALSE,315401,236201,Green
6100,St. Ignatius' Road,112 P&D / DP,Near corner of Drumcondra Rd,€1.60,Mon-Fri 08.00-18.30,FALSE,315856.7759,235938.9722,Green
6101,Ormond Road,31 P&D / DP,At Drumcondra Rd Upr Junction,€1.00,Mon-Sat 07.00-19.00,FALSE,316294,236995,Orange
6102,St. Alphonsus' Road,109 P&D/DP,opposite Number 22,€1.60,Mon-Sun 07.00-24.00,FALSE,315951.2583,236333.1916,Green
6103,Fairview Avenue Lower,22 P&D / DP,Fairview Strand Junction,€1.00,Mon-Sat 07.00-19.00,FALSE,317474.6758,236200.0238,Orange
6104,Marino Mart,32 P&D / DP (Total),At Post Office,€1.00,Mon-Sat 07.00-24.00,FALSE,317673.5408,236323.5694,Orange
6105,Railway Street,40 P&D / DP,At Gardiner Street Lower Junction,€2.70,Mon-Sat 07.00-19.00,FALSE,316225,234965,Red
6106,Montague Street,16 P&D / DP,Moved from Montague St,€3.20,Mon-Sat 07.00-19.00,FALSE,315662.5152,233189.1713,Yellow
6107,Bow Street,9 P&D + DP,Opposite Junction Of May Lane,€2.70,Mon-Sat 07.00-19.00,FALSE,314813,234465,Red
6108,Benburb Street,11 spaces,13mtrs from junct with John St. Nth,€2.70,Mon-Sat 10.00-16.00,TRUE,314498.6,234353.2,Red
6109,Sitric Road,52 P&D / DP,At Number 10,€1.60,Mon-Sat 07.00-24.00,FALSE,314286,234722,Green
6110,St. Joseph's Road,28 P&D / DP,Across From No. 11,€2.70,Mon-Sun 07.00-24.00,FALSE,314030.5693,235167.6072,Red
6111,Maidens Row,38 P&D / PP,Oustide Island Apartments,€1.00,Mon-Sun 07.00-24.00,FALSE,310286,234407,Orange
6112,Grattan Crescent,23 P&D (Total),Opposite Park,€1.00,Mon-Sat 07.00-19.00,FALSE,311938.6455,233587.6535,Orange
6113,South Circular Road,10 P&D / DP (Total),At Number 588,€1.60,Mon-Sat 07.00-19.00,FALSE,313241,233378,Green
6114,James' Street,22 P&D + 9 DP (Total),At 176 & Opposite entrance to St. James' Hospital,€1.60,Mon-Sat 07.00-19.00,FALSE,313632,233781,Green
6115,Francis Street,43 P&D + 26 DP (Total),Near Tivoli,€3.20,Mon-Sat 07.00-19.00,FALSE,314883.1088,233857.5468,Yellow
6116,Peter Street,26 P&D,New Building Site,€3.20,Mon-Sat 07.00-19.00,FALSE,315421.8136,233495.0565,Yellow
6117,Northbrook Road,120 P&D / DP (Total),Opposite Northbrook Clinic,€3.20,Mon-Fri 08.00-18.30,FALSE,316244.4044,232348.6903,Yellow
6118,Ely Place,20 P&D + 25 DP (Total),No 20,€3.20,Mon-Sat 07.00-19.00,FALSE,316352.268,233347.6801,Yellow
6119,Ely Place,20 P&D + 25 DP (Total),RHA Art,€3.20,Mon-Sun 07.00-24.00,FALSE,316319.4358,233264.1327,Yellow
6120,North Lotts,21 P&D,,€3.20,"Mon-Sat 07.00-19.00, Sun 14.00-18.00",FALSE,315762.5637,234404.7684,
6121,Oakley Road,47 P&D / DP,Junction Of Dunville Avenue,€2.70,Mon-Sat 07.00-19.00,FALSE,316234.77,231632.42,Red
6123,Cumberland Street South,52 P&D + DP,SERVES Boyne Street,€3.20,Mon - Fri 08.00 - 18.30,FALSE,316693.54,233906.94,Yellow
6124,Macken Street,20 P&D + 120 DP (Total),Corner of Hogan Ave,€2.70,Mon-Fri 08.00-18.30,FALSE,317169.1112,233724.7832,Red
6125,Macken Street,20 P&D + 120 DP (Total),Near Virtual Access Irl Ltd,€2.70,Mon-Fri 08.00-18.30,FALSE,317201.304,233891.13,Red
6126,Grand Canal Quay,44 P&D / DP,At Number 2,€2.70,Mon-Fri 08.00-18.30,FALSE,317304,233504,Red
6127,Percy Place,121 P&D / DP (Total),Near no 17,€3.20,Mon-Fri 08.00-18.30,FALSE,317084.7418,233073.9931,Yellow
6128,Lad Lane,44 P&D / DP,Opp no 10,€3.20,Mon-Fri 08.00-18.30,FALSE,316631.9505,232981.5395,Yellow
6129,Adelaide Road,71 P&D + 14 DP (Total),Near the Eye & Ear Hospital,€3.20,Mon-Sat 07.00-19.00,FALSE,316297.8644,232734.6519,Yellow
6130,Adelaide Road,71 P&D + 14 DP (Total),No 61,€3.20,Mon-Sat 0.700-19.00,FALSE,316170.6758,232769.1492,Yellow
6131,Adelaide Road,71 P&D + 14 DP (Total),Opp no 61,€3.20,Mon-Sat 07.00-19.00,FALSE,316161.7519,232757.4127,Yellow
6132,Adelaide Road,71 P&D + 14 DP (Total),Near the Eye & Ear Hospital,€3.20,Mon-Sat 07.00-19.00,FALSE,316121.3661,232757.04,Yellow
6133,Harcourt Terrace,33 P&D / DP,Opposite Number 19,€3.20,Mon-Sat 07.00-19.00,FALSE,316114.2124,232698.5687,Yellow
6134,Heytesbury Street,78 P&D / DP (Total),At Number 45,€3.20,Mon-Sun 07.00-24.00,FALSE,315397.8737,232819.9194,Yellow
6135,Long Lane,26 P&D / DP,At Number 22,€2.70,Mon-Sun 07.00-24.00,FALSE,315290,233139,Red
6136,Blackpitts,25 P&D / DP,Junction of Old Mill Court,€2.70,Mon-Fri 08.00-18.30,FALSE,314951,233102,Red
6137,Dufferin Avenue,87 P&D,side wall of no.1,€1.60,Mon-Sat 07.00-24.00,FALSE,314535,232603,Green
6138,Blackberry Lane,11 P&D / DP,Corner of Rathmines Road Lower,€2.70,Mon-Sat 07.00-19.00,FALSE,315662.7914,232300.2229,Red
6139,Grosvenor Road,128 P&D / DP (Total),No 12-13,€1.60,Mon-Fri 08.00-18.30,FALSE,315327.3327,231381.9113,Green
6140,Leinster Road,208 P&D / DP (Total),No 101,€2.70,Mon-Fri  08.00-18.30,FALSE,314793.7904,231512.0644,Red
6141,Brighton Square,178 P&D / DP (Total),At Number 52,€1.00,Mon-Sat 07.00-24.00,FALSE,314566.2064,230728.2542,Orange
6142,Milltown Road,44 spaces,Car Park Bring Centre,€1.00,Mon-Fri 11.00-16.00,FALSE,316886,230485,Orange
6143,Belmont Avenue,55 P&D / DP,Donnybrook Manor,€2.70,MonSat 0700-2400,FALSE,317412.8215,231604.8926,Red
6144,Auburn Avenue,47 P&D / DP,At Side of 114 Morehampton Road,€2.70,Mon-Sun 07.00-24.00,FALSE,317430.4541,231768.4872,Red
6145,Burlington Road,144 P&D / DP (Total),West of Northside Waterloo Road,€3.20,Mon-Fri 08.00-18.30,FALSE,316871.8512,232632.6137,Yellow
6146,Northbrook Road,120 P&D / DP (Total),Opposite Number 17,€3.20,Mon-Fri 08.00-18.30,FALSE,316096.1078,232289.7759,Yellow
6147,Northbrook Road,120 P&D / DP (Total),At Number 3,€3.20,Mon-Fri 08.00-18.30,FALSE,316396.898,232394.3918,Yellow
6149,Fitzwilliam Street Lower,63 P&D/DP (Total),Clifton Hall,€3.20,Mon-Sat 07.00-19.00,FALSE,316741.2385,233370.4586,Yellow
6150,Fitzwilliam Place,94 P&D + 7 DP (Total),"relocated outside no 17, 10/11/2015",€3.20,Mon-Sat 07.00-19.00,FALSE,316471.56,232851.55,Yellow
6151,Hatch Street Lower,49 P&D + 3 DP (Total),,€3.20,Mon-Sat 07.00-19.00,FALSE,316252.1639,232936.3643,Yellow
6152,Grantham Street,6 P&D + 45 DP (Total),,€3.20,Mon-Sat 07.00-19.00,FALSE,315553.0562,232910.2597,Yellow
6153,Mountpleasant Avenue Upper,24 P&D / DP,At No. 8,€2.70,Mon-Sun 07.00-24.00,FALSE,315934,232006,Red
6154,Annesley Park,76 P&D / DP + 1 Disabled Bay,,€1.60,Mon-Sat 07.00-19.00,FALSE,316202.0766,231440.0325,Green
6155,Anna Villa,75 P&D / DP (Total),Nrth of W'side Beechwood Avenue,€2.70,Mon-Sun 07.00-24.00,FALSE,316634.548,231732.1563,Red
6157,Strand Road (Car Park@ Martello Tower),39 P&D 4 Disabled Bays,,€0.60,Mon-Fri. 11.00-17.00,FALSE,319539.62,231932,Blue
6158,Strand Road (South Car Park),41 P&D and 4Disabled bays,,€0.60,Mon-Fri. 11.00-17.00,FALSE,319572.83,231682.99,blue
6159,North Circular Road,20 P&D / DP,At Summerhill Parade and Russell St,€2.70,Mon-Fri 08.00-18.30,FALSE,316375.4989,235608.644,Red
6160,Sir John Rogerson's Quay,17 P&D / DP (Total), Windmill Lane / At Snap Printing,€2.70,Mon-Sat 07.00-19.00,FALSE,316951,234320,Red
6161,City Quay,17 P&D / DP (Total),At No. 36,€2.70,Mon-Sat 07.00-19.00,FALSE,316776.6252,234336.4696,Red
6162,Whitworth Place,17 P&D / DP,At Lighting Pole No. 1,€1.60,Mon-Sat 07.00-19.00,FALSE,315952,235989,Green
6163,Cabra Road,18 P&D,Xtra-Vision,€1.60,Mon-Sat 07.00-19.00,FALSE,314255.5489,235897.8183,Green
6164,Hollybank Road,156 P&D,At No. 1,€1.60,Mon-Sun 07.00-24.00,FALSE,316110,236595,Green
6165,St. Columba's Road Upper,42 P&D / PP,No. 14,€1.60,Mon-Sun 07.00-24.00,FALSE,315700,236349,Green
6166,Dorset Street Lower,5 P&D + 1DP (Total 6),At lighting pole 16,€3.20,Mon-Sat 07.00-19.00,FALSE,315503,235230,Yellow
6167,Rathdown Road,130 P&D /DP total,,€2.70,Mon-Fri 07.00-19.00,FALSE,314696,235320,Red
6168,Grangegorman Lower,60 P&D / DP,Opposite Entrance To St. Brendan's Hospital,€2.70,Mon-Sat 07.00-19.00,FALSE,314683,235198,Red
6169,Harold Road,48 P&D / PP,At No.33,€1.60,Mon-Fri  07.00-19.00,FALSE,314045,234936,Green
6170,Benson Street,50 P&D,Opp Fitsimons Business Centre,€2.70,Mon - Fri 08.00 - 18.00,FALSE,317699,234071,Red
6171,Townsend Street,44P&D + 1 DP(Total),,€3.20,Mon-Sat 07.00-19.00,FALSE,316782.91,234189.91,Yellow
6172,Herbert Street,82 P&D + 1 DP (Total),No 30,€3.20,Mon-Sat 07.00-19.00,FALSE,316956.3091,233189.0728,Yellow
6173,Baggot Street Lower,97 P&D + 4 DP (Total),Number 116,€3.20,Mon-Sat 07.00-19.00,FALSE,316632.6045,233260.7958,Yellow
6179,Synge Street,112 P&D / DP (Total),At church,€3.20,Mon-Sun 07.00-24.00,FALSE,315509.0252,232767.1224,Yellow
6180,Heytesbury Street,78 P&D / DP (Total),At Number 24,€3.20,Mon-Sun 07.00-24.00,FALSE,315366.35,232963.13,Yellow
6196,Armstrong Street,14 P&D / DP,At Number 1,€2.70,Mon-Fri 07.00-19.00,FALSE,314920.7392,232320.8183,Red
6197,Herbert Road,74 P&D / DP,Opposite Lansdowne Square Entrance,€2.70,Mon-Sat 07.00-19.00,FALSE,318397,232890,Red
6198,Mornington Road,58 P&D / DP,No 20-21,€2.70,Mon-Sun 07.00-24.00,FALSE,316563.2626,231696.8579,Red
6199,Amiens Street,58 P&D (Total),Near Number 85,€2.70,Mon-Sat 07.00-19.00,FALSE,316762.1486,235167.7023,Red
6200,Leinster Road,208 P&D / DP (Total),At Number 38,€2.70,Mon-Fri 08.00-18.30,FALSE,315247.2427,231696.2672,Red
6202,Meath Street,15 P&D + 8 DP (Total),No 15,€2.70,Mon-Sat 07.00-19.00,FALSE,314679.255,233754.5235,Red
6203,Stanhope Street,11 P&D / DP,Corner of Grangegorman Lwr,€2.70,Mon-Fri 08.00-18.30,FALSE,314586.164,234885.3305,Red
6204,Grosvenor Square,164 P&D / DP (Total),Opposite Number 48,€2.70,Mon-Fri 08.00-13.00,FALSE,315164.4689,231679.7509,Red
6205,Grosvenor Square,164 P&D / DP (Total),Outside no.87,€2.70,Mon-Sun 07.00-24.00,FALSE,315084.8639,231738.7104,Red
6207,Bridgefoot Street,29 P&D / DP (Total),Junction Of Thomas Street,€2.70,Mon-Sat 07.00-19.00,FALSE,314517.1925,233963.2636,Red
6208,Sir John Rogerson's Quay,14 Spaces,Outside MathesonOrmsby Prentice,€2.70,Mon-Fri 08.00-18.00,FALSE,317605.55,234251.53,Red
6209,Mount Street Upper,74 P&D + 4 DP (Total),No 47,€3.20,Mon-Sat 07.00-19.00,FALSE,316896.1474,233323.0164,Yellow
6210,Fitzwilliam Square North,75 P&D + 12 DP (Total),No 66,€3.20,Mon-Fri 07.00-19.00,FALSE,316547.1758,233118.1327,Yellow
6211,Terenure Road North,7 P&D (Total),At Charity Shop,€1.00,Mon-Sat 07.00-19.00,FALSE,314628.5211,230954.7545,Orange
6212,Cullenswood Park,57 P&D / DP,Corner of Ranelagh Road,€2.70,Mon-Sat 07.00-24.00,FALSE,316644.3159,231780.0563,Red
6213,St. Mary's Road South,108 P&D / DP (Total),Number 19,€3.20,Mon-Sat 07.00-19.00,FALSE,317298.1482,232942.0384,Yellow
6214,Fitzwilliam Square East,61 P&D (Total),No 3,€3.20,Mon-Fri 07.00-19.00,FALSE,316596.7977,233073.5857,Yellow
6215,King's Inns Street,45 P&D (Total),College Court,€3.20,Mon-Sat 07.00-19.00,FALSE,315388.45,234871.38,Yellow
6216,Seafort Avenue,6 P&D + 36 DP,Seafort Terrace,€1.00,Mon-Sat 07.00-24.00,FALSE,319006.1868,232917.0563,Orange
6217,Clonmel Street,9 P&D,Harcourt Creche,€3.20,Mon-Sat 07.00-19.00,FALSE,315759.8995,233140.3357,Yellow
6218,George's Place,45 P&D,At Temple Street North Junction / Side of Hospital,€0.60,Mon-Fri 09.00 - 12.00,FALSE,315735,235481,Blue
6219,Loftus Lane,18 P&D (Total),Opp Car Park,€3.20,Mon-Sat 07.00-19.00,FALSE,315345.2016,234750.6439,Yellow
6220,Island Street,32 P&D,Northside At Bridgefoot Street,€2.70,Mon-Sat 07.00-19.00,FALSE,314523,234156,Red
6221,Montpelier Hill,12 spaces,,€1.60,Mon-Fri 07.00-19.00,FALSE,313619,234514,Green
6222,Echlin Street,11 P&D + 20 DP,Opposite Church,€1.60,Mon-Sat 07.00-19.00,FALSE,314043.1444,233879.5749,Green
6223,Summer St. North,54 P&D & Permit,,€2.70,Mon-Sun 07.00-24.00,FALSE,316467.56,235536.6,Red
6224,Charlemont Place,13 P&D (Total),ACC Bank,€3.20,Mon-Sat 07.00-19.00,FALSE,316089.17,232596.26,Yellow
6227,Clontarf Road Car Park,48 Spaces,Alfie Byrne Road/Railway line,€0.60,Mon-Fri  08.00-18.00,FALSE,318285,236227,Blue
6228,Clontarf Road Car Park,87 Spaces,Centre of car park opposite opp st. Anthony'sChurch Hall,€0.60,Mon-Fri 08-18.00,FALSE,318699,236122,Blue
6229,Clontarf Road Car Park,66 Spaces,"opp. Vernon Ave, Church Grounds",€0.60,Mon-Fri 11.00-18.00,FALSE,320044,235825,Blue
6230,Morehampton Road,15 P&D + 44 DP (Total),AIB,€2.70,Mon-Sat 07.00-19.00,FALSE,317276.7243,231909.0632,Red
6231,Military Road (Rathmines),25 P&D / DP,School,€2.70,Mon-Fri 07.00-24.00,FALSE,315548.5275,232121.1995,Red
6232,Goldsmith Street,72 P&D / DP,"Opp no 19, junc. with St Vincents St",€3.20,Mon-Sun 07.00-24.00,FALSE,315173.9653,235719.485,Yellow
6233,Sallymount Avenue,28 P&D / DP,Number 4,€2.70,Mon-Sun 07.00-24.00,FALSE,316537.793,231858.0441,Red
6234,Bloomfield Avenue (Portobello),85 P&D / DP,Opposite Locks restaurant,€2.70,Mon-Sun 07.00-24.00,FALSE,315207.3654,232440.5872,Red
6235,Cardiff Lane,44 P&D / DP,At Arena Kitchen Architecture,€2.70,Mon-Sat 07.00-19.00,FALSE,317221,234239,Red
6236,Sandymount Village,46 P&D / DP (Total),At the Green / No 14,€1.00,Mon-Sat 07.00-19.00,FALSE,318978.582,232726.9676,Orange
6237,Eccles Street,36 P&D + 16 DP (Total),"publiccar park, opp. No 64 Eccles St",€3.20,Mon-Sat 07.00-19.00,FALSE,315549.2,235574.64,Yellow
6238,Cambridge Villas,42 P&D / DP,No 5,€2.70,Mon-Sat 07.00-19.00,FALSE,315840.1637,231440.7383,Red
6239,Gardiner Place,22 P&D + 10 DP (Total),No 36,€3.20,Mon-Sat 07.00-19.00,FALSE,315876.7401,235381.7481,Yellow
6240,Herbert Park,198 P&D / DP (Total),Near no 78,€2.70,Mon-Fri 08.00-18.30,FALSE,317308.4076,231977.5217,Red
6241,Carlisle Street,38 PD/PP,Junct. SCRd,€2.70,Mon-Sun  07.00-24.00,FALSE,315215,232730,Red
6242,Oliver Bond Street,76 P&D / DP (Total),Opposite Car Park,€2.70,Mon-Fri 08.00-18.30,FALSE,314574.2099,233983.8369,Red
6243,Arnott Street,28 P&D /P P,O/S No. 5,€2.70,Mon-Sat  07.00-19.00,FALSE,315315,232932,Red
6244,Thorncastle Street,30 P&D / DP,Outside Shops,€1.00,Mon-Sat 07.00-19.00,FALSE,318090.9475,233895.702,Orange
6245,Temple Street North,34 P&D (Total),Belvedere College Car Park / Across From Machine 308,€3.20,Mon-Sat 07.00-19.00,FALSE,315793,235378,Yellow
6246,Sandymount Village,46 P&D / DP (Total),At the Green / At Number 17,€1.00,Mon-Sat 07.00-19.00,FALSE,318909,232705,Orange
6247,Temple Road,160 P&D / DP,Opposite No. 13 / At Junction With Orchard Road South,€1.60,Mon-Sat 07.00-13.00,FALSE,316197,230375,Green
6249,Inchicore Road,32 P&D,"At New Apartments, opposite Kilmainham Courtrooms",€1.00,Mon-Sun 07.00-24.00,FALSE,312704,233739,Orange
6250,De Courcy Square,80 P&D / DP + 1DB,opp. No 18 at green area,€1.00,Mon-Sun 07.00-24.00,FALSE,315060.47,236721.91,Orange
6251,Sir John Rogerson's Quay,42 P&D,,€2.70,Mon-Sat 07.00-19.00,FALSE,317120,234303,Red
6252,Sir John Rogerson's Quay,102 P&D / DP (Total),At Dublin Docksides,€2.70,Mon-Fri 08.00-18.00,FALSE,317510,234260,Red
6253,Manor Street,4 P&D + 64 DP (Total),No 30,€2.70,Mon-Sun 07.00-24.00,FALSE,314289.1134,234978.0606,Red
6254,Tritonville Road,16 P&D / DP,Outside No. 116,€1.00,Mon-Fri  07.00-19.00,FALSE,318511.75,232866.62,Orange
6255,Harold's Cross Road,58 P&D / DP (Total),At No. 177,€2.70,Mon-Sat 07.00-24.00,FALSE,314738.5492,231693.7499,Red
6256,Harold's Cross Road,58 P&D / DP (Total),At the fork in the Road,€2.70,Mon-Sat 07.00-24.00,FALSE,314792.1099,232035.683,Red
6257,Harold's Cross Road,58 P&D / DP (Total),At Number 74,€2.70,Mon-Sat 07.00-24.00,FALSE,314773.7997,232053.5818,Red
6258,Dargle Road,105 Spaces,O/S No. 1A,€1.60,Mon-Sun 07.00-24.00,FALSE,316054,236459,Green
6260,Chelmsford Ave,20 Spaces,,€2.70,Mon-Sun 07.00-24.00,FALSE,316523,232035,Red
6261,Grand Canal Street Upper,48 P&D / DP,Opposite Number 18,€2.70,Mon-Sun 07.00-16.00,TRUE,317536,233394,Red
6262,Sandymount Road,53 P&D / PP total,at no 67,€1.00,Mon-Sat 07.00-19.00,FALSE,318782.36,232977.45,Orange
6263,Sandymount Road,53 P&D / PP,at no. 5,€1.00,Mon-Sat 07.00-19.00,FALSE,318665.48,233126.64,Orange
6264,New Street South,10 P&D,Opposite Number 12,€2.70,Mon-Sat 07.00-19.00,FALSE,315112,233304,Red
6265,New Row South,29 P&D / DP,Outside no.11,€2.70,Mon-Sun 07.00-24.00,FALSE,315033.3632,233380.1497,Red
6266,Serpentine Avenue,60 P&D / DP (Total),At Pembroke Wanderer's Hockey Club Entrance,€2.70,Mon-Sun 07.00-24.00,FALSE,318303,232456,Red
6267,Seán McDermott Street,71 P&D / DP (Total),Jct Gloucester Place Nth.,€2.70,Mon-Sat 07.00-19.00,FALSE,316261.3084,235078.4019,Red
6268,Temple Street North,34 P&D (Total),Rory O'Connor House,€3.20,Mon-Sat 07.00-19.00,FALSE,315725.5938,235455.2327,Yellow
6269,Sir John Rogerson's Quay,102 P&D / DP (Total),At No. 43-49,€1.60,Mon-Fri 08.00-18.00,FALSE,317303,234284,Green
